carrier_id,carrier_name,country_name,country_code,national_destination_code
1175,TrueMove ,Thailand,66,8293
1175,TrueMove ,Thailand,66,8296
1175,TrueMove ,Thailand,66,8323
1175,TrueMove ,Thailand,66,8324
1175,TrueMove ,Thailand,66,8375
1175,TrueMove ,Thailand,66,83770
1175,TrueMove ,Thailand,66,8379
1175,TrueMove ,Thailand,66,8392
1175,TrueMove ,Thailand,66,8398
1175,TrueMove ,Thailand,66,8596
1175,TrueMove ,Thailand,66,8598
1175,TrueMove ,Thailand,66,865
1175,TrueMove ,Thailand,66,8672
1175,TrueMove ,Thailand,66,8674
1175,TrueMove ,Thailand,66,8828
1175,TrueMove ,Thailand,66,8857
1175,TrueMove ,Thailand,66,8859
1175,TrueMove ,Thailand,66,88700
1175,TrueMove ,Thailand,66,88701
1175,TrueMove ,Thailand,66,8879
1175,TrueMove ,Thailand,66,88916
1175,TrueMove ,Thailand,66,88921
1175,TrueMove ,Thailand,66,88940
1175,TrueMove ,Thailand,66,88953
1175,TrueMove ,Thailand,66,88959
1175,TrueMove ,Thailand,66,88970
1175,TrueMove ,Thailand,66,88973
1175,TrueMove ,Thailand,66,88983
1175,TrueMove ,Thailand,66,88987
1175,TrueMove ,Thailand,66,88991
1177,AVEA2,Turkey,90,500
1177,AVEA2,Turkey,90,
1178,AVEA1,Turkey,90,50
1178,AVEA1,Turkey,90,559
1182,Vodacom Tanz,Tanzania United Rep,255,
1185,MTS Ukraine,Ukraine,380,
1186,AT&T Wireles,United States,1,209904 
1186,AT&T Wireles,United States,1,636384
1186,AT&T Wireles,United States,1,970376
1186,AT&T Wireles,United States,1,380
1187,Cingular Wir,United States,1,704502
1187,Cingular Wir,United States,1,150
1188,Cincinnati B,United States,1,420
1193,MTN SouthA,South Africa,27,10
1194,VodaCom SA,South Africa,27,712
1194,VodaCom SA,South Africa,27,
1200,du UAE,United Arab Emirates,971,03
1202,Ettisalet,Egypt,20,11
1204,NTTDoco,Japan,81,9015
1204,NTTDoco,Japan,81,90187
1204,NTTDoco,Japan,81,9025
1204,NTTDoco,Japan,81,9030
1205,KarabArmenia,Armenia,374,97
1209,WANA,Morocco,212,647
1210,Mobinil,Egypt HUB,20,12
1216,Tata Haryana,India,91,9034
1217,Tata Hima,India,91,8091
1224,Tata Punjab,India,91,9041
1224,Tata Punjab,India,91,42
1230,OrangeNiger,Niger,227,04
1232,Tunisiana,Tunisie,216,PO1330
1237,VivaBahrein,Bahrain,973,342
1237,VivaBahrein,Bahrain,973,343
1237,VivaBahrein,Bahrain,973,04
1238,M1Limited,Singapore,65,817
1238,M1Limited,Singapore,65,8194
1238,M1Limited,Singapore,65,8196
1238,M1Limited,Singapore,65,8197
1238,M1Limited,Singapore,65,8210
1238,M1Limited,Singapore,65,8212
1238,M1Limited,Singapore,65,8217
1238,M1Limited,Singapore,65,8442
1238,M1Limited,Singapore,65,8449
1238,M1Limited,Singapore,65,8461
1238,M1Limited,Singapore,65,8463
1238,M1Limited,Singapore,65,8464
1238,M1Limited,Singapore,65,8465
1238,M1Limited,Singapore,65,8500
1238,M1Limited,Singapore,65,8576
1238,M1Limited,Singapore,65,9191
1238,M1Limited,Singapore,65,9193
1238,M1Limited,Singapore,65,968
1239,OrangeUganda,Uganda,256,79
1239,OrangeUganda,Uganda,256,14
1240,VivaBulgaria,Bulgaria,359,03
1241,KTKorea,South Korea,82,1029
1242,OrangeSenega,Senegal,221,772
1242,OrangeSenega,Senegal,221,
1245,TmobileUSA,United States,1,40445
1245,TmobileUSA,United States,1,40547
1245,TmobileUSA,United States,1,51577
1245,TmobileUSA,United States,1,64662
1245,TmobileUSA,United States,1,70434
1245,TmobileUSA,United States,1,200
1248,ADSLOran Tun,Tunisie,216,3
1249,OrangePoland,Poland,48,661
1249,OrangePoland,Poland,48,69902
1249,OrangePoland,Poland,48,69908
1249,OrangePoland,Poland,48,69913
1249,OrangePoland,Poland,48,721
1249,OrangePoland,Poland,48,725
1249,OrangePoland,Poland,48,782
1249,OrangePoland,Poland,48,785
1249,OrangePoland,Poland,48,7864
1249,OrangePoland,Poland,48,792
1249,OrangePoland,Poland,48,795
1251,Salt Liecht,Liechtenstein,423,
1252,Orange Kenya,Kenya,254,770
1252,Orange Kenya,Kenya,254,773
1253,KorekTelec,Iraq,964,7504
1255,TMobileNeth,Netherlands,31,6320
1255,TMobileNeth,Netherlands,31,6561
1257,WataniyaTele,Kuwait,965,656
1257,WataniyaTele,Kuwait,965,6707
1257,WataniyaTele,Kuwait,965,6709
1257,WataniyaTele,Kuwait,965,676
1257,WataniyaTele,Kuwait,965,6770
1257,WataniyaTele,Kuwait,965,6779
1257,WataniyaTele,Kuwait,965,03
1258,NOVA,Iceland,354,617
1258,NOVA,Iceland,354,632
1258,NOVA,Iceland,354,77
1258,NOVA,Iceland,354,822
1259,CSL,Hong Kong,852,629
1259,CSL,Hong Kong,852,697
1259,CSL,Hong Kong,852,903
1259,CSL,Hong Kong,852,919
1260,Comium,Gambia,220,6099
1260,Comium,Gambia,220,
1261,Idea,India,91,9718
1262,Netcom,Norway,47,4040
1262,Netcom,Norway,47,4060
1262,Netcom,Norway,47,9357
1262,Netcom,Norway,47,942
1262,Netcom,Norway,47,9442
1262,Netcom,Norway,47,986
1262,Netcom,Norway,47,9899
1262,Netcom,Norway,47,02
1263,Orange CO,Cote d'ivoire,225,08
1263,Orange CO,Cote d'ivoire,225,09
1263,Orange CO,Cote d'ivoire,225,49
1263,Orange CO,Cote d'ivoire,225,572
1263,Orange CO,Cote d'ivoire,225,573
1264,Orange SL,Slovakia,421,916
1265,Plus Albania,Albania,355,663
1265,Plus Albania,Albania,355,667
1266,Melita,Malta,356,77391
1266,Melita,Malta,356,777940
1267,Etisalet UAE,United Arab Emirates,971,50604
1267,Etisalet UAE,United Arab Emirates,971,50608
1267,Etisalet UAE,United Arab Emirates,971,50609
1268,Orange MALI,Mali,223,703
1268,Orange MALI,Mali,223,752
1268,Orange MALI,Mali,223,760
1268,Orange MALI,Mali,223,764
1268,Orange MALI,Mali,223,765
1268,Orange MALI,Mali,223,772
1268,Orange MALI,Mali,223,783
1268,Orange MALI,Mali,223,786
1268,Orange MALI,Mali,223,
1269,OrangMaurice,Mauritius,230,703
1269,OrangMaurice,Mauritius,230,875
1269,OrangMaurice,Mauritius,230,91
1271,SlovakTelkom,Slovak,421,901
1271,SlovakTelkom,Slovak,421,
1272,Orange Mgr,Madagascar,261,02
1273,AT-T Mobile,United States,1,404725
1273,AT-T Mobile,United States,1,54084893
1273,AT-T Mobile,United States,1,704502
1274,AT-T MARITIM,United States,1,304777
1274,AT-T MARITIM,United States,1,541287
1274,AT-T MARITIM,United States,1,907599
1274,AT-T MARITIM,United States,1,970706
1274,AT-T MARITIM,United States,1,
1274,AT-T MARITIM,United States,1,410
1275,Qtel Quata,Qatar,974,55
1276,Omniah Jord,Jordan,962,78891
1276,Omniah Jord,Jordan,962,78892
1277,CosmoRomania,Roamania,40,785
1277,CosmoRomania,Roamania,40,786
1278,Optimus,Portugal,351,1893
1278,Optimus,Portugal,351,6093
1278,Optimus,Portugal,351,6693
1278,Optimus,Portugal,351,93
1279,telefoni O2,Germany,49,176
1279,telefoni O2,Germany,49,179
1279,telefoni O2,Germany,49,08
1280,H3G D,Denmark,45,3133
1280,H3G D,Denmark,45,4272
1280,H3G D,Denmark,45,4291
1280,H3G D,Denmark,45,6059
1281,H3G S,Sweden,46,675
1281,H3G S,Sweden,46,7354
1281,H3G S,Sweden,46,7631
1281,H3G S,Sweden,46,02
1283,Orange CAF,Central African Rep,236,729
1284,TMobileAutri,Austria,43,6772
1285,Etisalet BN,Benin,229,64
1285,Etisalet BN,Benin,229,94
1286,Telus,Canada,1,438580
1286,Telus,Canada,1,506
1286,Telus,Canada,1,587580
1286,Telus,Canada,1,604
1286,Telus,Canada,1,867
1286,Telus,Canada,1,
1287,O2 Telefoni,Republique cheque,420,
1290,Go Mobile,Malta,356,
1293,Omnitel,Lithuania,370,614
1293,Omnitel,Lithuania,370,615
1293,Omnitel,Lithuania,370,620
1293,Omnitel,Lithuania,370,621
1293,Omnitel,Lithuania,370,688
1294,TIGO,RWANDA,250,13
1295,NAWRAS,Oman,968,95003
1295,NAWRAS,Oman,968,95006
1295,NAWRAS,Oman,968,95007
1295,NAWRAS,Oman,968,95009
1296,AS EMT,Estonia,372,82
1297,StarHub,Singapore,65,3118
1297,StarHub,Singapore,65,3122
1297,StarHub,Singapore,65,3132
1297,StarHub,Singapore,65,3138
1297,StarHub,Singapore,65,3147
1297,StarHub,Singapore,65,8147
1297,StarHub,Singapore,65,8183
1297,StarHub,Singapore,65,8186
1297,StarHub,Singapore,65,8225
1297,StarHub,Singapore,65,824
1297,StarHub,Singapore,65,8291
1297,StarHub,Singapore,65,8292
1297,StarHub,Singapore,65,8296
1297,StarHub,Singapore,65,8498
1297,StarHub,Singapore,65,8520
1297,StarHub,Singapore,65,8526
1297,StarHub,Singapore,65,9007
1297,StarHub,Singapore,65,948
1297,StarHub,Singapore,65,9800
1298,BELL,CANADA,1,438276
1298,BELL,CANADA,1,4382764
1298,BELL,CANADA,1,647383
1298,BELL,CANADA,1,6473833
1298,BELL,CANADA,1,647384
1298,BELL,CANADA,1,6473845
1299,Orange Re, Reunion,262,63961
1299,Orange Re, Reunion,262,69200
1302,Xfera YOIGO,Spain,34,633
1304,GSM HK,Hong Kong,852,632
1304,GSM HK,Hong Kong,852,922
1304,GSM HK,Hong Kong,852,968
1304,GSM HK,Hong Kong,852,
1305,Azur,Congo [Republic],242,
1306,TeliaSoneraS,Sweden,46,673
1306,TeliaSoneraS,Sweden,46,71900004
1306,TeliaSoneraS,Sweden,46,7273
1306,TeliaSoneraS,Sweden,46,73015
1306,TeliaSoneraS,Sweden,46,7612
1306,TeliaSoneraS,Sweden,46,76670
1306,TeliaSoneraS,Sweden,46,76674
1306,TeliaSoneraS,Sweden,46,76677
1308,Primtel,Cyprus,357,122
1308,Primtel,Cyprus,357,9570
1309,TaiwanStar,Taiwan,886,973845
1309,TaiwanStar,Taiwan,886,9864421
1309,TaiwanStar,Taiwan,886,9864426
1309,TaiwanStar,Taiwan,886,9864428
1309,TaiwanStar,Taiwan,886,9864435
1309,TaiwanStar,Taiwan,886,9864452
1309,TaiwanStar,Taiwan,886,9864467
1310,ZainIR,Iraq,964,7904
1310,ZainIR,Iraq,964,
1313,P4,Poland,48,530
1313,P4,Poland,48,535
1313,P4,Poland,48,5372
1313,P4,Poland,48,6900
1313,P4,Poland,48,790
1313,P4,Poland,48,7950
1313,P4,Poland,48,8832
1313,P4,Poland,48,06
1315,OPT,NleCaledonie,687,99
1316,ORANGE Madag,Moldova,373,68000
1316,ORANGE Madag,Moldova,373,69
1317,TelBahamas,Bahamas,1,242359
1317,TelBahamas,Bahamas,1,242436
1317,TelBahamas,Bahamas,1,242441
1317,TelBahamas,Bahamas,1,242442
1317,TelBahamas,Bahamas,1,242458
1317,TelBahamas,Bahamas,1,242473
1317,TelBahamas,Bahamas,1,242474
1317,TelBahamas,Bahamas,1,242544
1317,TelBahamas,Bahamas,1,242552
1317,TelBahamas,Bahamas,1,242565
1317,TelBahamas,Bahamas,1,242636
1317,TelBahamas,Bahamas,1,
1319,Ncell,Nepal,977,02
1320,DigicelFiji,Fiji,679,556
1320,DigicelFiji,Fiji,679,5561022
1320,DigicelFiji,Fiji,679,70003
1320,DigicelFiji,Fiji,679,72
1322,AsiaCell, Iraq,964,7712
1322,AsiaCell, Iraq,964,7713
1325,Zamtel,Zambia,260,03
1326,TELE2,Latvia,371,203
1326,TELE2,Latvia,371,2207
1326,TELE2,Latvia,371,2208
1326,TELE2,Latvia,371,2231
1326,TELE2,Latvia,371,2237
1326,TELE2,Latvia,371,224
1326,TELE2,Latvia,371,2552
1326,TELE2,Latvia,371,2556
1326,TELE2,Latvia,371,2558
1326,TELE2,Latvia,371,2559
1326,TELE2,Latvia,371,264
1326,TELE2,Latvia,371,271
1326,TELE2,Latvia,371,2766
1326,TELE2,Latvia,371,2841
1326,TELE2,Latvia,371,2844
1326,TELE2,Latvia,371,2845
1326,TELE2,Latvia,371,292
